id,judgment,entity_text,entity_label,score
1,"The aforesaid charge-sheet was submitted against 10(ten) persons including the present petitioner. An FIR was filed by one Smti Hardeep Kaur Sondhi, wife of late Tej Pal Singh Sondhi with the Officer-In-Charge, Dispur Police Station on 2.9.2008 which was registered as Dispur P.S.Case No.1383/09 under Sections 120(B)/468/447/506/506 IPC. It has been stated in the FIR that the informant's family owned and possessed a plot of land measuring 4 Bighas covered by Dag No.209, K P Patta No.52 at revenue village Rukmininagar under Beltola Mouza in the District of Kamrup(M) adjacent to the Down Town Hospital. From the aforesaid plot of land 2 Bighas 2 Kathas of land was sold to two different buyers and the rest was still belonging to informant's family. It is alleged that taking advantage of long absence from Guwahati some miscreants fraudulently executed and registered sale deed in the names of her father-in-law and her deceased husband, who was an Advocate of Gauhati High Court. It is also alleged that the miscreants started construction of boundary wall without her knowledge and having come to know about it from reliable source, she went to prevent the construction works but the miscreants threatened her with dire consequences compelling her to file the FIR.",FIR,Document,0.9583
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",Section 115,Section,0.9112
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",Section 151,Section,0.8795
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",Code of Civil Procedure,Law,0.8093
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",22.02.2006,Date,0.8629
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",28.02.2006,Date,0.8825
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.","Civil Judge (Junior Division) No. 2, Morigaon",Court,0.6984
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",Title Execution No. 4/2005,Case Number,0.7733
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",Title Suit No. 9 of 2002,Case Number,0.9159
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",Sri Panchal Bordoloi,Person,0.677
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",Title Suit No. 9/2002,Case Number,0.9152
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.","Civil Judge (Junior Division) No.2, Morigaon",Court,0.5373
2,"This is an application under Section 115 read with Section 151 of the Code of Civil Procedure. Under challenge are the orders dated 22.02.2006 and 28.02.2006 passed by the learned Civil Judge (Junior Division) No. 2, Morigaon in Title Execution No. 4/2005 arising out of Title Suit No. 9 of 2002. The petitioners, as plaintiffs, instituted a title suit against the present opposite parties and one Sri Panchal Bordoloi which was registered as Title Suit No. 9/2002 in the Court of Civil Judge (Junior Division) No.2, Morigaon for declaration of right, title and interest in respect of the suit land described in Schedule A of the plaint, and for khas possession of the suit land by evicting the principal defendants along with other members of their families etc.",Schedule A,Document,0.8513
3,"Sri Roy, learned counsel for the petitioner submitted that the respondent/defendant No.4, M/s Ganesh Plantations Pvt. Ltd had already appeared in the suit through a lawyer and no written statement was filed, despite taking adjournments. Suddenly, after more than four years of filing of the suit, the respondent No.10(not a party in the suit) filed a petition under Section 151 of the Code of Civil Procedure representing himself as the Director-cum-Executive Officer of defendant No.4 and prayed for allowing the said defendant to submit their written statement and to contest the suit. According to the learned counsel, the respondent No.10 was not impleaded in the suit by name nor he had authority to file the objection since the defendant No.4 was already represented by its Director.",Sri Roy,Person,0.6423
3,"Sri Roy, learned counsel for the petitioner submitted that the respondent/defendant No.4, M/s Ganesh Plantations Pvt. Ltd had already appeared in the suit through a lawyer and no written statement was filed, despite taking adjournments. Suddenly, after more than four years of filing of the suit, the respondent No.10(not a party in the suit) filed a petition under Section 151 of the Code of Civil Procedure representing himself as the Director-cum-Executive Officer of defendant No.4 and prayed for allowing the said defendant to submit their written statement and to contest the suit. According to the learned counsel, the respondent No.10 was not impleaded in the suit by name nor he had authority to file the objection since the defendant No.4 was already represented by its Director.",written statement,Document,0.7896
3,"Sri Roy, learned counsel for the petitioner submitted that the respondent/defendant No.4, M/s Ganesh Plantations Pvt. Ltd had already appeared in the suit through a lawyer and no written statement was filed, despite taking adjournments. Suddenly, after more than four years of filing of the suit, the respondent No.10(not a party in the suit) filed a petition under Section 151 of the Code of Civil Procedure representing himself as the Director-cum-Executive Officer of defendant No.4 and prayed for allowing the said defendant to submit their written statement and to contest the suit. According to the learned counsel, the respondent No.10 was not impleaded in the suit by name nor he had authority to file the objection since the defendant No.4 was already represented by its Director.",respondent No.10,Person,0.8021
3,"Sri Roy, learned counsel for the petitioner submitted that the respondent/defendant No.4, M/s Ganesh Plantations Pvt. Ltd had already appeared in the suit through a lawyer and no written statement was filed, despite taking adjournments. Suddenly, after more than four years of filing of the suit, the respondent No.10(not a party in the suit) filed a petition under Section 151 of the Code of Civil Procedure representing himself as the Director-cum-Executive Officer of defendant No.4 and prayed for allowing the said defendant to submit their written statement and to contest the suit. According to the learned counsel, the respondent No.10 was not impleaded in the suit by name nor he had authority to file the objection since the defendant No.4 was already represented by its Director.",Section 151,Section,0.9696
3,"Sri Roy, learned counsel for the petitioner submitted that the respondent/defendant No.4, M/s Ganesh Plantations Pvt. Ltd had already appeared in the suit through a lawyer and no written statement was filed, despite taking adjournments. Suddenly, after more than four years of filing of the suit, the respondent No.10(not a party in the suit) filed a petition under Section 151 of the Code of Civil Procedure representing himself as the Director-cum-Executive Officer of defendant No.4 and prayed for allowing the said defendant to submit their written statement and to contest the suit. According to the learned counsel, the respondent No.10 was not impleaded in the suit by name nor he had authority to file the objection since the defendant No.4 was already represented by its Director.",Code of Civil Procedure,Law,0.9405
3,"Sri Roy, learned counsel for the petitioner submitted that the respondent/defendant No.4, M/s Ganesh Plantations Pvt. Ltd had already appeared in the suit through a lawyer and no written statement was filed, despite taking adjournments. Suddenly, after more than four years of filing of the suit, the respondent No.10(not a party in the suit) filed a petition under Section 151 of the Code of Civil Procedure representing himself as the Director-cum-Executive Officer of defendant No.4 and prayed for allowing the said defendant to submit their written statement and to contest the suit. According to the learned counsel, the respondent No.10 was not impleaded in the suit by name nor he had authority to file the objection since the defendant No.4 was already represented by its Director.",written statement,Document,0.7969
3,"Sri Roy, learned counsel for the petitioner submitted that the respondent/defendant No.4, M/s Ganesh Plantations Pvt. Ltd had already appeared in the suit through a lawyer and no written statement was filed, despite taking adjournments. Suddenly, after more than four years of filing of the suit, the respondent No.10(not a party in the suit) filed a petition under Section 151 of the Code of Civil Procedure representing himself as the Director-cum-Executive Officer of defendant No.4 and prayed for allowing the said defendant to submit their written statement and to contest the suit. According to the learned counsel, the respondent No.10 was not impleaded in the suit by name nor he had authority to file the objection since the defendant No.4 was already represented by its Director.",respondent No.10,Person,0.8476
4,"The Bodoland Territorial Council (for short hereafter referred to as the Council) by the instant application seeks a review of the order dated 20.09.2002, passed by this Court in WP(C) No. 2721/2001,directing the competent authority to appoint the opposite party/respondent No. 4 and/or pass necessary orders for the regularization of his services in the light of the order dated 07.12.1999 (Annexure B to the writ petition). I have heard Mr. D Das, learned Standing Counsel, Bodoland Territorial Council and Mr. A Deka, learned Standing Counsel, Education Department for opposite party No. 1, 2 & 3. Also heard Mr. KP Sarma, Senior Advocate for the opposite party No. 4/writ petitioner.",20.09.2002,Date,0.8413
4,"The Bodoland Territorial Council (for short hereafter referred to as the Council) by the instant application seeks a review of the order dated 20.09.2002, passed by this Court in WP(C) No. 2721/2001,directing the competent authority to appoint the opposite party/respondent No. 4 and/or pass necessary orders for the regularization of his services in the light of the order dated 07.12.1999 (Annexure B to the writ petition). I have heard Mr. D Das, learned Standing Counsel, Bodoland Territorial Council and Mr. A Deka, learned Standing Counsel, Education Department for opposite party No. 1, 2 & 3. Also heard Mr. KP Sarma, Senior Advocate for the opposite party No. 4/writ petitioner.",this Court,Court,0.5745
4,"The Bodoland Territorial Council (for short hereafter referred to as the Council) by the instant application seeks a review of the order dated 20.09.2002, passed by this Court in WP(C) No. 2721/2001,directing the competent authority to appoint the opposite party/respondent No. 4 and/or pass necessary orders for the regularization of his services in the light of the order dated 07.12.1999 (Annexure B to the writ petition). I have heard Mr. D Das, learned Standing Counsel, Bodoland Territorial Council and Mr. A Deka, learned Standing Counsel, Education Department for opposite party No. 1, 2 & 3. Also heard Mr. KP Sarma, Senior Advocate for the opposite party No. 4/writ petitioner.",WP(C) No. 2721/2001,Case Number,0.9614
4,"The Bodoland Territorial Council (for short hereafter referred to as the Council) by the instant application seeks a review of the order dated 20.09.2002, passed by this Court in WP(C) No. 2721/2001,directing the competent authority to appoint the opposite party/respondent No. 4 and/or pass necessary orders for the regularization of his services in the light of the order dated 07.12.1999 (Annexure B to the writ petition). I have heard Mr. D Das, learned Standing Counsel, Bodoland Territorial Council and Mr. A Deka, learned Standing Counsel, Education Department for opposite party No. 1, 2 & 3. Also heard Mr. KP Sarma, Senior Advocate for the opposite party No. 4/writ petitioner.",07.12.1999,Date,0.8672
4,"The Bodoland Territorial Council (for short hereafter referred to as the Council) by the instant application seeks a review of the order dated 20.09.2002, passed by this Court in WP(C) No. 2721/2001,directing the competent authority to appoint the opposite party/respondent No. 4 and/or pass necessary orders for the regularization of his services in the light of the order dated 07.12.1999 (Annexure B to the writ petition). I have heard Mr. D Das, learned Standing Counsel, Bodoland Territorial Council and Mr. A Deka, learned Standing Counsel, Education Department for opposite party No. 1, 2 & 3. Also heard Mr. KP Sarma, Senior Advocate for the opposite party No. 4/writ petitioner.",Annexure B to the writ petition,Document,0.8707
4,"The Bodoland Territorial Council (for short hereafter referred to as the Council) by the instant application seeks a review of the order dated 20.09.2002, passed by this Court in WP(C) No. 2721/2001,directing the competent authority to appoint the opposite party/respondent No. 4 and/or pass necessary orders for the regularization of his services in the light of the order dated 07.12.1999 (Annexure B to the writ petition). I have heard Mr. D Das, learned Standing Counsel, Bodoland Territorial Council and Mr. A Deka, learned Standing Counsel, Education Department for opposite party No. 1, 2 & 3. Also heard Mr. KP Sarma, Senior Advocate for the opposite party No. 4/writ petitioner.",Mr. D Das,Person,0.8083
4,"The Bodoland Territorial Council (for short hereafter referred to as the Council) by the instant application seeks a review of the order dated 20.09.2002, passed by this Court in WP(C) No. 2721/2001,directing the competent authority to appoint the opposite party/respondent No. 4 and/or pass necessary orders for the regularization of his services in the light of the order dated 07.12.1999 (Annexure B to the writ petition). I have heard Mr. D Das, learned Standing Counsel, Bodoland Territorial Council and Mr. A Deka, learned Standing Counsel, Education Department for opposite party No. 1, 2 & 3. Also heard Mr. KP Sarma, Senior Advocate for the opposite party No. 4/writ petitioner.",Mr. A Deka,Person,0.784
4,"The Bodoland Territorial Council (for short hereafter referred to as the Council) by the instant application seeks a review of the order dated 20.09.2002, passed by this Court in WP(C) No. 2721/2001,directing the competent authority to appoint the opposite party/respondent No. 4 and/or pass necessary orders for the regularization of his services in the light of the order dated 07.12.1999 (Annexure B to the writ petition). I have heard Mr. D Das, learned Standing Counsel, Bodoland Territorial Council and Mr. A Deka, learned Standing Counsel, Education Department for opposite party No. 1, 2 & 3. Also heard Mr. KP Sarma, Senior Advocate for the opposite party No. 4/writ petitioner.",Mr. KP Sarma,Person,0.7359
5,"The respondent No. 1 in this appeal filed the writ petition being W.P(C) No. 1687 of 2012 challenging the notice dated 28.02.2011 issued by the Secretary and the Executive Officer, Assam Anchalik Panchayat for convening the special meeting of Boalipar Gaon Panchayat on 04.03.2011 for discussing the no confidence motion against the President of the said Gaon Panchayat. Pursuant to the said notice dated 28.02.2011 the special meeting adopted the resolution of no confidence against the President of the said Gaon Panchayat.",The respondent No. 1,Person,0.6049
5,"The respondent No. 1 in this appeal filed the writ petition being W.P(C) No. 1687 of 2012 challenging the notice dated 28.02.2011 issued by the Secretary and the Executive Officer, Assam Anchalik Panchayat for convening the special meeting of Boalipar Gaon Panchayat on 04.03.2011 for discussing the no confidence motion against the President of the said Gaon Panchayat. Pursuant to the said notice dated 28.02.2011 the special meeting adopted the resolution of no confidence against the President of the said Gaon Panchayat.",28.02.2011,Date,0.7684
5,"The respondent No. 1 in this appeal filed the writ petition being W.P(C) No. 1687 of 2012 challenging the notice dated 28.02.2011 issued by the Secretary and the Executive Officer, Assam Anchalik Panchayat for convening the special meeting of Boalipar Gaon Panchayat on 04.03.2011 for discussing the no confidence motion against the President of the said Gaon Panchayat. Pursuant to the said notice dated 28.02.2011 the special meeting adopted the resolution of no confidence against the President of the said Gaon Panchayat.",Secretary and the Executive Officer,Person,0.5589
5,"The respondent No. 1 in this appeal filed the writ petition being W.P(C) No. 1687 of 2012 challenging the notice dated 28.02.2011 issued by the Secretary and the Executive Officer, Assam Anchalik Panchayat for convening the special meeting of Boalipar Gaon Panchayat on 04.03.2011 for discussing the no confidence motion against the President of the said Gaon Panchayat. Pursuant to the said notice dated 28.02.2011 the special meeting adopted the resolution of no confidence against the President of the said Gaon Panchayat.",04.03.2011,Date,0.7835
