id,token,bio_tag
1,Advocate,O
1,of,O
1,Gauhati,O
1,High,O
1,Court.,O
1,It,O
1,is,O
1,also,O
1,alleged,O
1,that,O
1,the,O
1,miscreants,O
1,started,O
1,construction,O
1,of,O
1,boundary,O
1,wall,O
1,without,O
1,her,O
1,knowledge,O
1,and,O
1,having,O
1,come,O
1,to,O
1,know,O
1,about,O
1,it,O
1,from,O
1,reliable,O
1,"source,",O
1,she,O
1,went,O
1,to,O
1,prevent,O
1,the,O
1,construction,O
1,works,O
1,but,O
1,the,O
1,miscreants,O
1,threatened,O
1,her,O
1,with,O
1,dire,O
1,consequences,O
1,compelling,O
1,her,O
1,to,O
1,file,O
1,the,O
1,FIR.,O
,,
2,This,O
2,is,O
2,an,O
2,application,O
2,under,O
2,Section,B-Section
2,115,I-Section
2,read,O
2,with,O
2,Section,B-Section
2,151,I-Section
2,of,O
2,the,O
2,Code,O
2,of,O
2,Civil,O
2,Procedure.,O
2,Under,O
2,challenge,O
2,are,O
2,the,O
2,orders,O
2,dated,O
2,22.02.2006,B-Date
2,and,O
2,28.02.2006,B-Date
2,passed,O
2,by,O
2,the,O
2,learned,O
2,Civil,B-Court
2,Judge,I-Court
2,(Junior,I-Court
2,Division),I-Court
2,No.,I-Court
2,"2,",I-Court
2,Morigaon,I-Court
2,in,O
2,Title,B-Case Number
2,Execution,I-Case Number
2,No.,I-Case Number
2,4/2005,I-Case Number
2,arising,O
2,out,O
2,of,O
2,Title,O
2,Suit,O
2,No.,O
2,9,O
2,of,O
2,2002.,O
2,The,O
2,"petitioners,",O
2,as,O
2,"plaintiffs,",O
2,instituted,O
2,a,O
2,title,O
2,suit,O
2,against,O
2,the,O
2,present,O
2,opposite,O
2,parties,O
2,and,O
2,one,O
2,Sri,B-Person
2,Panchal,I-Person
2,Bordoloi,I-Person
2,which,O
2,was,O
2,registered,O
2,as,O
2,Title,B-Case Number
2,Suit,I-Case Number
2,No.,I-Case Number
2,9/2002,I-Case Number
2,in,O
2,the,O
2,Court,O
2,of,O
2,Civil,B-Court
2,Judge,I-Court
2,(Junior,I-Court
2,Division),I-Court
2,"No.2,",I-Court
2,Morigaon,I-Court
2,for,O
2,declaration,O
2,of,O
2,"right,",O
2,title,O
2,and,O
2,interest,O
2,in,O
2,respect,O
2,of,O
2,the,O
2,suit,O
2,land,O
2,described,O
2,in,O
2,Schedule,B-Document
2,A,I-Document
2,of,O
2,the,O
2,"plaint,",O
2,and,O
2,for,O
2,khas,O
2,possession,O
2,of,O
2,the,O
2,suit,O
2,land,O
2,by,O
2,evicting,O
2,the,O
2,principal,O
2,defendants,O
2,along,O
2,with,O
2,other,O
2,members,O
2,of,O
2,their,O
2,families,O
2,etc.,O
,,
3,Sri,O
3,"Roy,",O
3,learned,O
3,counsel,O
3,for,O
3,the,O
3,petitioner,O
3,submitted,O
3,that,O
3,the,O
3,respondent/defendant,O
3,"No.4,",O
3,M/s,O
3,Ganesh,O
3,Plantations,O
3,Pvt.,O
3,Ltd,O
3,had,O
3,already,O
3,appeared,O
3,in,O
3,the,O
3,suit,O
3,through,O
3,a,O
3,lawyer,O
3,and,O
3,no,O
3,written,B-Document
3,statement,I-Document
3,was,O
3,"filed,",O
3,despite,O
3,taking,O
3,adjournments.,O
3,"Suddenly,",O
3,after,O
3,more,O
3,than,O
3,four,O
3,years,O
3,of,O
3,filing,O
3,of,O
3,the,O
3,"suit,",O
3,the,O
3,respondent,O
3,No.10(not,O
3,a,O
3,party,O
3,in,O
3,the,O
3,suit),O
3,filed,O
3,a,O
3,petition,O
3,under,O
3,Section,B-Section
3,151,I-Section
3,of,O
3,the,O
3,Code,B-Law
3,of,I-Law
3,Civil,I-Law
3,Procedure,I-Law
3,representing,O
3,himself,O
3,as,O
3,the,O
3,Director-cum-Executive,O
3,Officer,O
3,of,O
3,defendant,O
3,No.4,O
3,and,O
3,prayed,O
3,for,O
3,allowing,O
3,the,O
3,said,O
3,defendant,O
3,to,O
3,submit,O
3,their,O
3,written,O
3,statement,O
3,and,O
3,to,O
3,contest,O
3,the,O
3,suit.,O
3,According,O
3,to,O
3,the,O
3,learned,O
3,"counsel,",O
3,the,O
3,respondent,B-Person
3,No.10,I-Person
3,was,O
3,not,O
3,impleaded,O
3,in,O
3,the,O
3,suit,O
3,by,O
3,name,O
3,nor,O
3,he,O
3,had,O
3,authority,O
3,to,O
3,file,O
3,the,O
3,objection,O
3,since,O
3,the,O
3,defendant,O
3,No.4,O
3,was,O
3,already,O
3,represented,O
3,by,O
3,its,O
3,Director.,O
,,
4,The,O
4,Bodoland,O
4,Territorial,O
4,Council,O
4,(for,O
4,short,O
4,hereafter,O
4,referred,O
4,to,O
4,as,O
4,the,O
4,Council),O
4,by,O
4,the,O
4,instant,O
4,application,O
4,seeks,O
4,a,O
4,review,O
4,of,O
4,the,O
4,order,O
4,dated,O
4,"20.09.2002,",O
4,passed,O
4,by,O
4,this,B-Court
4,Court,I-Court
4,in,O
4,WP(C),O
4,No.,O
4,"2721/2001,directing",O
4,the,O
4,competent,O
4,authority,O
4,to,O
4,appoint,O
4,the,O
4,opposite,O
4,party/respondent,O
4,No.,O
4,4,O
4,and/or,O
4,pass,O
4,necessary,O
4,orders,O
4,for,O
4,the,O
4,regularization,O
4,of,O
4,his,O
4,services,O
4,in,O
4,the,O
4,light,O
4,of,O
4,the,O
4,order,O
4,dated,O
4,07.12.1999,B-Date
4,(Annexure,O
4,B,O
4,to,O
4,the,O
4,writ,O
4,petition).,O
4,I,O
4,have,O
4,heard,O
4,Mr.,O
4,D,O
4,"Das,",O
4,learned,O
4,Standing,O
4,"Counsel,",O
4,Bodoland,O
4,Territorial,O
4,Council,O
4,and,O
4,Mr.,O
4,A,O
4,"Deka,",O
4,learned,O
4,Standing,O
4,"Counsel,",O
4,Education,O
4,Department,O
4,for,O
4,opposite,O
4,party,O
4,No.,O
4,"1,",O
4,2,O
4,&,O
4,3.,O
4,Also,O
4,heard,O
4,Mr.,O
4,KP,O
4,"Sarma,",O
4,Senior,O
4,Advocate,O
4,for,O
4,the,O
4,opposite,O
4,party,O
4,No.,O
4,4/writ,O
4,petitioner.,O
,,
5,The,B-Person
5,respondent,I-Person
5,No.,I-Person
5,1,I-Person
5,in,O
5,this,O
5,appeal,O
5,filed,O
5,the,O
5,writ,O
5,petition,O
5,being,O
5,W.P(C),O
5,No.,O
5,1687,O
5,of,O
5,2012,O
5,challenging,O
5,the,O
5,notice,O
5,dated,O
5,28.02.2011,B-Date
5,issued,O
5,by,O
5,the,O
5,Secretary,O
5,and,O
5,the,O
5,Executive,O
5,"Officer,",O
5,Assam,O
5,Anchalik,O
5,Panchayat,O
5,for,O
5,convening,O
5,the,O
5,special,O
5,meeting,O
5,of,O
5,Boalipar,O
5,Gaon,O
5,Panchayat,O
5,on,O
5,04.03.2011,B-Date
5,for,O
5,discussing,O
5,the,O
5,no,O
5,confidence,O
5,motion,O
5,against,O
5,the,O
5,President,O
5,of,O
5,the,O
5,said,O
5,Gaon,O
5,Panchayat.,O
5,Pursuant,O
5,to,O
5,the,O
5,said,O
5,notice,O
5,dated,O
5,28.02.2011,O
5,the,O
5,special,O
5,meeting,O
5,adopted,O
5,the,O
5,resolution,O
5,of,O
5,no,O
5,confidence,O
5,against,O
5,the,O
5,President,O
5,of,O
5,the,O
5,said,O
5,Gaon,O
5,Panchayat.,O
,,
6,work,O
6,executed,O
6,by,O
6,the,O
6,petitioner,B-Person
6,in,O
6,relation,O
6,to,O
6,the,O
6,work,O
6,contract,O
6,entered,O
6,with,O
6,the,O
6,respondent,O
6,(Railways).,O
6,On,O
6,such,O
6,application,O
6,being,O
6,"filed,",O
6,the,O
6,appropriate,O
6,authority,O
6,will,O
6,decide,O
6,the,O
6,application,O
6,in,O
6,accordance,O
6,with,O
6,the,O
6,provisions,O
6,of,O
6,the,O
6,Act,B-Law
6,keeping,O
6,in,O
6,view,O
6,the,O
6,facts,O
6,pleaded,O
6,by,O
6,the,O
6,petitioner,O
6,in,O
6,their,O
6,application,O
6,and,O
6,may,O
6,consider,O
6,to,O
6,grant,O
6,certificate,O
6,or/and,O
6,"reject,",O
6,as,O
6,the,O
6,case,O
6,may,O
6,"be,",O
6,after,O
6,affording,O
6,an,O
6,opportunity,O
6,to,O
6,the,O
6,petitioner,O
6,of,O
6,hearing.,O
6,Indeed,O
6,when,O
6,the,O
6,remedy,O
6,of,O
6,filing,O
6,an,O
6,application,O
6,is,O
6,provided,O
6,under,O
6,Section,B-Section
6,47,I-Section
6,ibid,O
6,to,O
6,a,O
6,"dealer,",O
6,then,O
6,it,O
6,is,O
6,this,O
6,statutory,O
6,remedy,O
6,which,O
6,must,O
6,be,O
6,resorted,O
6,to,O
6,by,O
6,the,O
6,dealer,O
6,in,O
6,order,O
6,to,O
6,resolve,O
6,the,O
6,dispute,O
6,of,O
6,the,O
6,nature,O
6,raised,O
6,herein,O
6,rather,O
6,than,O
6,to,O
6,take,O
6,recourse,O
6,to,O
6,the,O
6,extra,O
6,ordinary,O
6,remedy,O
6,of,O
6,writ,O
6,petition,O
6,under,O
6,Article,B-Law
6,226,I-Law
6,of,O
6,the,O
6,Constitution,B-Law
6,in,O
6,the,O
6,High,O
6,Court.,O
6,Indeed,O
6,Mr.,O
6,S.,O
6,"Saikia,",O
6,learned,O
6,Standing,O
6,"Counsel,",O
6,Finance,O
6,"Department,",O
6,who,O
6,appeared,O
6,on,O
6,behalf,O
6,of,O
6,the,O
6,State,O
6,on,O
6,advance,O
6,notice,O
6,did,O
6,not,O
6,dispute,O
6,this,O
6,legal,O
6,proposition,O
6,arising,O
6,in,O
6,the,O
6,"case,",O
6,so,O
6,also,O
6,the,O
6,learned,O
6,counsel,O
6,appearing,O
6,for,O
6,the,O
6,petitioner.,O
6,In,O
6,the,O
6,light,O
6,of,O
6,this,O
6,limited,O
6,"discussion,",O
6,we,O
6,are,O
6,not,O
6,inclined,O
6,to,O
6,entertain,O
6,the,O
6,writ,O
6,petition,O
6,for,O
6,deciding,O
6,the,O
6,controversy,O
6,on,O
6,merits,O
6,and,O
6,grant,O
6,liberty,O
6,to,O
6,the,O
6,petitioner,O
6,to,O
6,take,O
6,recourse,O
6,to,O
6,the,O
6,remedy,O
6,available,O
6,to,O
6,them,O
6,under,O
6,Section,O
6,47(b)(i),O
6,of,O
6,the,O
6,Act,O
6,as,O
6,mentioned,O
6,above.,O
6,In,O
6,"case,",O
6,if,O
6,an,O
6,application,O
6,is,O
6,made,O
6,by,O
6,the,O
6,petitioner,O
6,to,O
6,the,O
6,prescribed,O
6,authority,O
6,under,O
6,the,O
6,"Act,",O
6,then,O
6,the,O
6,prescribed,O
,,
7,Respondent,O
7,herein,O
7,as,O
7,the,O
7,writ,B-Person
7,petitioner,I-Person
7,had,O
7,filed,O
7,the,O
7,related,O
7,writ,B-Document
7,petition,I-Document
7,challenging,O
7,the,O
7,order,O
7,dated,O
7,11-08-2010,B-Date
7,passed,O
7,by,O
7,the,O
7,Commissioner,B-Person
7,of,I-Person
7,"Taxes,",I-Person
7,Assam,I-Person
7,(Commissioner),O
7,under,O
7,section,B-Section
7,105,I-Section
7,of,O
7,the,O
7,Assam,O
7,Value,O
7,Added,O
7,Tax,O
7,"Act,",O
7,2003,O
7,(Act),O
7,on,O
7,a,O
7,petition,O
7,filed,O
7,by,O
7,the,O
7,Superintendent,B-Person
7,of,I-Person
7,"Taxes,",I-Person
7,"Guwahati,",I-Person
7,Unit-B,I-Person
7,seeking,O
7,clarification,O
7,on,O
7,the,O
7,rate,O
7,of,O
7,tax,O
7,on,O
7,"\""Ujala",O
7,"Supreme\""",O
7,manufactured,O
7,by,O
7,the,O
7,petitioner.,O
7,Case,O
7,as,O
7,projected,O
7,in,O
7,the,O
7,writ,O
7,petition,O
7,is,O
7,that,O
7,respondent,O
7,is,O
7,engaged,O
7,in,O
7,the,O
7,business,O
7,of,O
7,making,O
7,and,O
7,selling,O
7,of,O
7,"\""Ujala",O
7,"Supreme\""",O
7,"(product),",O
7,which,O
7,is,O
7,the,O
7,brand,O
7,name,O
7,for,O
7,diluted,O
7,Acid,O
7,Violate,O
7,Paste,O
7,(AVP).,O
7,It,O
7,is,O
7,a,O
7,dealer,O
7,under,O
7,the,O
7,Act,B-Law
7,and,O
7,has,O
7,been,O
7,filing,O
7,returns,O
7,for,O
7,the,O
7,product,O
7,in,O
7,accordance,O
7,with,O
7,the,O
7,provisions,O
7,of,O
7,the,O
7,Act,O
7,and,O
7,the,O
7,Rules,O
7,framed,O
7,thereunder,O
7,by,O
7,classifying,O
7,it,O
7,under,O
7,HSN,O
7,Code,O
7,No.3204,O
7,12,O
7,"94,",O
7,paying,O
7,value,O
7,added,O
7,tax,O
7,(VAT),O
7,@4%,O
7,in,O
7,terms,O
7,of,O
7,part-C,O
7,of,O
7,second,O
7,schedule,O
7,to,O
7,the,O
7,Act,O
7,and,O
7,in,O
7,turn,O
7,collecting,O
7,the,O
7,said,O
7,amount,O
7,from,O
7,its,O
7,consumers.,O
,,
8,The,O
8,petitioner–village,O
8,council,O
8,is,O
8,challenging,O
8,the,O
8,order,O
8,dated,O
8,20.11.2009,B-Date
8,passed,O
8,by,O
8,the,O
8,Respondent,O
8,"No.3,",O
8,SDO(Civil),O
8,Sechu-zubza,O
8,under,O
8,Kohima,O
8,"District,",O
8,whereby,O
8,a,O
8,collective,O
8,fine,O
8,of,O
8,Rs.1,O
8,lac,O
8,has,O
8,been,O
8,imposed,O
8,on,O
8,the,O
8,petitioner-village,O
8,for,O
8,alleged,O
8,willful,O
8,damage,O
8,and,O
8,destruction,O
8,of,O
8,various,O
8,properties,O
8,belonging,O
8,to,O
8,Respondent,O
8,"No.4,",O
8,Sechuma,O
8,Village,O
8,Council,O
8,with,O
8,direction,O
8,to,O
8,deposit,O
8,the,O
8,said,O
8,amount,O
8,on,O
8,or,O
8,before,O
8,18.12.2009,B-Date
8,and,O
8,in,O
8,"default,",O
8,the,O
8,amount,O
8,shall,O
8,be,O
8,deducted,O
8,from,O
8,the,O
8,VDB,O
8,grant-in-aid,O
8,fund,O
8,of,O
8,the,O
8,petitioner,O
8,village,O
8,to,O
8,be,O
8,realised,O
8,through,O
8,the,O
8,Project,O
8,"Director,",O
8,"DRDA,",O
8,Kohima.,O
,,
9,The,O
9,writ,B-Document
9,petitions,I-Document
9,were,O
9,admitted,O
9,for,O
9,hearing,O
9,by,O
9,order,O
9,dated,O
9,29.08.2011,B-Date
9,and,O
9,recording,O
9,the,O
9,statements,O
9,made,O
9,by,O
9,the,O
9,learned,B-Person
9,counsel,I-Person
9,for,I-Person
9,the,I-Person
9,respondent,I-Person
9,No.,I-Person
9,8,I-Person
9,that,O
9,the,B-Document
9,writ,I-Document
9,petitions,I-Document
9,are,O
9,not,O
9,"maintainable,",O
9,irrespective,O
9,of,O
9,admission,O
9,of,O
9,the,O
9,same,O
9,for,O
9,"hearing,",O
9,the,O
9,question,O
9,of,O
9,maintainability,O
9,of,O
9,the,O
9,writ,O
9,petitions,O
9,was,O
9,kept,O
9,open.,O
9,During,O
9,the,O
9,course,O
9,of,O
9,hearing,O
9,of,O
9,the,O
9,writ,O
9,petitions,O
9,learned,B-Person
9,counsel,I-Person
9,for,I-Person
9,the,I-Person
9,respondents,I-Person
9,submitted,O
9,that,O
9,in,O
9,view,O
9,of,O
9,the,O
9,earlier,O
9,writ,O
9,proceedings,O
9,with,O
9,the,O
9,finality,O
9,to,O
9,the,O
9,same,O
9,even,O
9,at,O
9,the,O
9,level,O
9,of,O
9,the,O
9,Apex,O
9,"Court,",O
9,the,O
9,petitioners,O
9,are,O
9,precluded,O
9,from,O
9,re-agitating,O
9,their,O
9,grievance,O
9,in,O
9,the,O
9,form,O
9,of,O
9,present,O
9,two,O
9,writ,O
9,petitions.,O
9,According,O
9,to,O
9,"them,",O
9,the,O
9,writ,O
9,petitions,O
9,are,O
9,misconceived,O
9,and,O
9,clearly,O
9,barred,O
9,by,O
9,the,O
9,principles,O
9,of,O
9,resjudicata,O
9,and/or,O
9,constructive,O
9,res-judicata.,O
,,
10,The,O
10,University,O
10,Grants,O
10,Commission,O
10,(UGC),O
10,had,O
10,framed,O
10,UGC,O
10,(Minimum,O
10,Qualifications,O
10,Required,O
10,for,O
10,the,O
10,Appointment,O
10,and,O
10,Career,O
10,Advancement,O
10,of,O
10,Teachers,O
10,in,O
10,Universities,O
10,and,O
10,Institutions,O
10,Affiliated,O
10,to,O
10,it),O
10,"Regulation,",O
10,2000.,O
10,This,O
10,Regulation,B-Document
10,was,O
10,subjected,O
10,to,O
10,a,O
10,number,O
10,of,O
10,amendments.,O
10,In,O
10,the,O
10,original,O
10,2000,O
10,"Regulation,",O
10,it,O
10,was,O
10,provided,O
10,that,O
10,NET,O
10,shall,O
10,remain,O
10,the,O
10,compulsory,O
10,requirement,O
10,for,O
10,appointment,O
10,as,O
10,Lecturers,O
10,even,O
10,for,O
10,candidates,B-Person
10,having,O
10,Ph.D,O
10,Degree;,O
10,"however,",O
10,candidates,O
10,who,O
10,had,O
10,completed,O
10,M.Phil,O
10,Degree,O
10,or,O
10,had,O
10,submitted,O
10,Ph.D,O
10,thesis,O
10,upto,O
10,31.12.1993,B-Date
10,were,O
10,exempted,O
10,from,O
10,appearing,O
10,in,O
10,the,O
10,NET,O
10,examination.,O
,,
11,The,O
11,OA,B-Document
11,was,O
11,filed,O
11,by,O
11,the,O
11,respondent,B-Person
11,No.,I-Person
11,1,I-Person
11,Corporation,O
11,in,O
11,respect,O
11,of,O
11,the,O
11,loan,O
11,that,O
11,was,O
11,sanctioned,O
11,in,O
11,favour,O
11,of,O
11,the,O
11,respondent,B-Person
11,No.,I-Person
11,2,I-Person
11,who,O
11,was,O
11,the,O
11,defendant,B-Person
11,No.,I-Person
11,1,I-Person
11,in,O
11,the,O
11,OA.,O
11,It,O
11,was,O
11,held,O
11,by,O
11,the,O
11,Tribunal,B-Court
11,that,O
11,the,O
11,defendant,O
11,"No.1,",O
11,i.e.,O
11,the,O
11,respondent,O
11,No.,O
11,2,O
11,in,O
11,this,O
11,proceeding,O
11,after,O
11,availing,O
11,the,O
11,loan,O
11,stood,O
11,defaulter,O
11,and,O
11,accordingly,O
11,the,O
11,respondent/Corporation,O
11,as,O
11,the,O
11,applicant,O
11,was,O
11,entitled,O
11,to,O
11,get,O
11,a,O
11,certificate,O
11,to,O
11,recover,O
11,the,O
11,outstanding,O
11,dues,O
11,from,O
11,the,O
11,defendants.,O
11,The,O
11,defendants,O
11,were,O
11,held,O
11,jointly,O
11,and,O
11,severally,O
11,liable.,O
11,By,O
11,the,O
11,said,O
11,order,O
11,direction,O
11,was,O
11,issued,O
11,for,O
11,issuance,O
11,of,O
11,the,O
11,certificate,O
11,of,O
11,recovery,O
11,of,O
11,Rs.,O
11,"1,08,10,060.70",O
11,in,O
11,favour,O
11,of,O
11,respondent,O
11,No.,O
11,1,O
11,Corporation,O
11,with,O
11,interest,O
11,therein,O
11,@,O
11,10%,O
11,P.A.,O
11,from,O
11,the,O
11,date,O
11,of,O
11,filing,O
11,of,O
11,the,O
11,application.,O
,,
12,The,O
12,pleaded,O
12,case,O
12,of,O
12,the,B-Person
12,petitioner,I-Person
12,sans,O
12,unnecessary,O
12,details,O
12,is,O
12,that,O
12,after,O
12,having,O
12,been,O
12,engaged,O
12,as,O
12,a,O
12,part,O
12,time,O
12,menial,O
12,on,O
12,daily,O
12,wage,O
12,basis,O
12,in,O
12,the,O
12,Office,O
12,of,O
12,the,O
12,District,O
12,&,O
12,Sessions,O
12,"Judge,",O
12,Karimganj,O
12,vide,O
12,order,O
12,dated,O
12,"07.10.2004,",O
12,he,B-Person
12,continued,O
12,in,O
12,various,O
12,capacities,O
12,thereafter,O
12,on,O
12,the,O
12,same,O
12,"arrangement,",O
12,"however,",O
12,with,O
12,intermittent,O
12,breaks.,O
12,Though,O
12,in,O
12,the,O
12,process,O
12,he,O
12,was,O
12,once,O
12,terminated,O
12,w.e.f.,O
12,"01.12.2007,",O
12,he,O
12,was,O
12,engaged,O
12,again,O
12,as,O
12,part,O
12,time,O
12,menial,O
12,w.e.f.,O
12,08.01.2008.,O
12,According,O
12,to,O
12,"him,",O
12,he,O
12,is,O
12,continuing,O
12,as,O
12,such,O
12,with,O
12,breaks,O
12,as,O
12,on,O
12,date.,O
12,The,B-Person
12,petitioner,I-Person
12,has,O
12,averred,O
12,that,O
12,the,O
12,proforma,O
12,respondent,O
12,Nos.,O
12,"3,",O
12,4,O
12,and,O
12,5,O
12,were,O
12,engaged,O
12,after,O
12,him,O
12,also,O
12,on,O
12,temporary,O
12,basis,O
12,and,O
12,though,O
12,all,O
12,of,O
12,them,O
12,were,O
12,at,O
12,par,O
12,on,O
12,every,O
12,essential,O
12,"aspect,",O
12,"vis-à-vis,",O
12,their,O
12,claim,O
12,for,O
12,regular,O
12,appointment,O
12,and,O
12,or,O
12,regularization,O
12,of,O
12,their,O
12,"services,",O
12,vide,O
12,the,O
12,orders,O
12,impugned,O
12,they,O
12,were,O
12,appointed,O
12,as,O
12,peon,O
12,against,O
12,substantive,O
12,vacancies,O
12,in,O
12,the,O
12,Office,O
12,of,O
12,District,O
12,&,O
12,Sessions,O
12,"Judge,",O
12,Karimganj,O
12,to,O
12,his,O
12,exclusion,O
12,and,O
12,without,O
12,following,O
12,any,O
12,procedure,O
12,prescribed,O
12,contemplated,O
12,by,O
12,law.,O
,,
13,Incidentally,O
13,the,O
13,respondents/applicants,O
13,in,O
13,OA,B-Case Number
13,No.25/2006,I-Case Number
13,and,O
13,EP,B-Case Number
13,No.5/2009,I-Case Number
13,had,O
13,approached,O
13,the,O
13,learned,B-Court
13,Tribunal,I-Court
13,seeking,O
13,grant,O
13,of,O
13,Special,O
13,Duty,O
13,Allowances,O
13,on,O
13,the,O
13,basis,O
13,of,O
13,their,O
13,all,O
13,India,O
13,transfer,O
13,liability,O
13,as,O
13,well,O
13,as,O
13,their,O
13,postings,O
13,in,O
13,the,O
13,North,O
13,Eastern,O
13,Region,O
13,of,O
13,the,O
13,country,O
13,as,O
13,contemplated,O
13,by,O
13,the,O
13,relevant,O
13,Official,O
13,Memorandum,O
13,issued,O
13,by,O
13,the,O
13,Central,O
13,Government,O
13,to,O
13,that,O
13,effect.,O
13,Vide,O
13,judgment,O
13,and,O
13,order,O
13,dated,O
13,01.08.2007,B-Date
13,referred,O
13,to,O
13,"hereinabove,",O
13,the,O
13,learned,O
13,Tribunal,O
13,on,O
13,a,O
13,due,O
13,analysis,O
13,of,O
13,the,O
13,facts,O
13,involved,O
13,granted,O
13,the,O
13,reliefs,O
13,prayed,O
13,for,O
13,and,O
13,parted,O
13,with,O
13,the,O
13,proceedings,O
13,with,O
13,the,O
13,following,O
13,operative,O
13,directions,O
,,
14,The,O
14,impugned,O
14,order,O
14,dated,O
14,13.8.2010,B-Date
14,has,O
14,been,O
14,noted,O
14,above.,O
14,The,O
14,Enquiry,B-Person
14,Officer,I-Person
14,has,O
14,exonerated,O
14,the,O
14,petitioner,B-Person
14,from,O
14,all,O
14,the,O
14,five,O
14,charges.,O
14,Under,O
14,Rule,O
14,9,O
14,of,O
14,the,O
14,Assam,O
14,Services,O
14,(Discipline,O
14,and,O
14,Appeal),O
14,"Rules,",O
14,"1964,",O
14,on,O
14,conclusion,O
14,of,O
14,the,O
14,"enquiry,",O
14,the,O
14,Enquiring,O
14,Authority,O
14,shall,O
14,prepare,O
14,a,O
14,report,O
14,of,O
14,the,O
14,enquiry,O
14,recording,O
14,his,O
14,findings,O
14,on,O
14,which,O
14,all,O
14,the,O
14,charges,O
14,together,O
14,with,O
14,the,O
14,reasons,O
14,there,O
14,for.,O
14,"Thereafter,",O
14,the,O
14,enquiry,O
14,report,O
14,is,O
14,to,O
14,be,O
14,submitted,O
14,to,O
14,the,O
14,disciplinary,O
14,authority.,O
14,Under,O
14,Rule,O
14,"9(9),",O
14,the,O
14,disciplinary,O
14,authority,O
14,is,O
14,to,O
14,consider,O
14,the,O
14,report,O
14,of,O
14,the,O
14,enquiry,O
14,and,O
14,record,O
14,his,O
14,findings,O
14,on,O
14,each,O
14,charges.,O
14,"Nowhere,",O
14,in,O
14,the,O
14,said,O
14,"provisions,",O
14,any,O
14,power,O
14,of,O
14,the,O
14,disciplinary,O
14,authority,O
14,is,O
14,contemplated,O
14,to,O
14,set,O
14,aside,O
14,the,O
14,enquiry,O
14,report,O
14,and,O
14,then,O
14,to,O
14,order,O
14,for,O
14,further,O
14,enquiry,O
14,by,O
14,appointing,O
14,another,O
14,Enquiry,O
14,Officer.,O
14,As,O
14,has,O
14,been,O
14,held,O
14,by,O
14,the,O
14,Apex,O
14,Court,O
14,in,O
14,K.D.,O
14,Pandey,O
14,"(Supra),",O
14,if,O
14,the,O
14,impugned,O
14,order,O
14,is,O
14,allowed,O
14,to,O
14,"stand,",O
14,the,O
14,same,O
14,would,O
14,be,O
14,that,O
14,the,O
14,enquiry,O
14,against,O
14,the,O
14,petitioner,O
14,can,O
14,go,O
14,on,O
14,perpetually,O
14,untill,O
14,the,O
14,view,O
14,of,O
14,the,O
14,Enquiry,O
14,Officer,O
14,is,O
14,in,O
14,accord,O
14,with,O
14,that,O
14,of,O
14,the,O
14,disciplinary,O
14,authority.,O
14,In,O
14,the,O
14,said,O
14,"decision,",O
14,the,O
14,Supreme,B-Court
14,Court,I-Court
14,has,O
14,held,O
14,that,O
14,such,O
